ROLEA1,ROLEA2,ROLEC1,ROLEC2,WORK1,WORK2,CCLIM1,CCLIM2,CCLIM3,CCLIM4,DEC1,DEC2,SSUP1,SSUP2,PSUP1,PSUP2,SELF1,SELF2,SELF3,ELC1,ELC2,ELC3,ELC4,ELC5,EE1,EE2,EE3,DP1,DP2,PA1,PA2,PA3
1,1,2,1,1,1.5,2.67,2.67,2.33,3,5,5,6,5.5,6,6,4,4,3.33,2.8,2.72,2.2,1,2.2,3,4,3.33,2.33,2.5,5.33,5,4
3,2.5,4.33,4.5,5.33,4,2.67,2.67,3,3.5,3.33,4,4.33,3.5,4.67,3.5,2.67,2.5,2.33,3,3.5,3.8,3.25,3.6,4.67,4.67,5.33,4,4,5,5,4.67
3,2,3.33,4,4,3,2.33,2.67,2.67,3,3,5,4.67,5.5,5.33,5.5,3.67,3.25,3.33,3.2,4.25,4,4,4,4,3.33,4.33,3,1,6,6,5.67
1.67,1.5,3.67,5,4,3,3,2.67,3.33,4,4.67,3,3,4,5.33,4.5,3.67,3.5,3.33,3.8,3.25,3.2,2.25,2.2,4,3.33,4,2,2.5,4.67,6,5
4.33,4,5,6,5.33,5.5,2.33,2.33,2.33,4,1.33,1.5,3,1.5,2,2.5,3.33,3.75,3.33,2.2,2.75,2.6,2.25,2.2,5.33,4.67,5.33,4.33,5.5,4.67,4,4
1.67,1,3.67,3,3,1.5,2.33,1.33,2.67,2,4.33,5.5,4.33,4,5.33,3.5,3.33,3.25,3,3.8,3.25,3.2,2.25,3,3.67,4,6,5.33,3,4.67,4.5,3.67
1.67,2.5,2.67,5,3,3.5,4,2.67,3.33,3.5,4,5,5,5,3.33,5,4,4,4,3.4,3.75,3,3,3,4,3.67,2,1,1,6,5.5,6.33
2,2,3,3.5,3.67,2,3.33,3,3.67,4,5,5,4.67,4,4.67,4,3.67,4,2.67,2.8,3,2.6,2.75,2,2.33,3,2.67,2,1.5,6,5,6
2,4,5,6,6,3,1.67,2.67,2,2.5,3.67,4,4,4.5,4.67,5.5,3.33,3.25,2.67,2.6,3.75,2.2,2,2.2,5.67,5.33,6.33,5,2.5,6,6.5,5.33
1.67,1.5,3.67,2,1.33,1.5,4,3.33,3.67,4,5,3,5.33,5,4.33,3.5,3.67,3.75,3.33,4,2.75,2.6,2.5,2.2,1.67,2,1.33,2,1,6,6,6.67
2.67,2.5,2.33,4,4,3.5,3.67,3,3.33,4,3.67,5,4.33,5.5,4,4,4,4,4,2.4,3.25,2.8,2,3,3.33,2,3,1.33,1,6.67,7,6.67
1.67,1.5,1.67,2,1.67,1.5,3.67,2.33,4,3.5,5,5,5.67,5.5,5.33,5.5,4,4,4,1.4,2,2.2,1.5,1.4,4.33,4.33,3.67,1,1,6.67,7,7
2.33,2,3.33,2.5,3.67,3,2.67,2,2.33,3,4,5,4.67,5,4.67,5,4,4,4,3.2,3.75,3.4,2.5,3.4,3.67,3,3.67,2.67,2.5,6.33,6.5,6.67
2.33,1.5,3,2,2,2,2.67,2,2,3,4.33,3,5,4.5,4.33,4,3,3.75,4,3.2,3.25,3.4,2.75,3.2,2,3.33,3.67,1.67,1.5,5,5,5.33
2,1.5,2,1,2.7,1,3.67,3,3.33,3.5,3.67,4.5,6,5.5,5.67,4.5,2.33,2.75,2.67,3.2,2.25,2.2,1.5,2,3.33,3.33,3.67,1,2,6,6,5
4.67,4,4,4.5,3.67,3.5,2.33,2.67,3,2.5,3.67,3,2.67,3.9,3,3.5,3.33,4,3,3.4,3.25,3,2.75,2.8,4,4,3.67,2.67,1.5,4.33,4,5.67
1,1,3.33,1,1,3,3.33,1.67,2,2,4,5.5,3.33,5.5,4.33,5,4,4,4,1.6,2.75,2,1,1.8,1.33,1.33,1,3,4,6.33,6.5,6.67
2.67,2,2,3,3.67,3,3.03,2.5,3.1,2.5,3.33,3.5,5,5,4.33,4.5,2.67,3.25,4,3,3,3.4,3,3.6,4,3.33,4.33,2.33,2,5.67,4.5,4.33
3.33,3,4,3.5,4,3,2.33,2,2,3,3,3.5,3.33,4.5,5,5,3.33,3,2.67,3.8,3,4.4,4.25,4,3,4,3.33,3.67,3.5,5.33,6,5
1.67,1,4.33,1,1.67,1,3,3,3,2.5,5.67,5.5,6,5,6,6,4,4,3.33,2.8,3,3,2,2.8,4,2.67,1.33,4.67,4,7,5,6.67
1.33,1,2,3,3.67,3.5,3.33,3,3.67,3.5,3.67,4.5,6,6,6,6,3,3.25,3,3.2,3.75,4,3,3.4,3.33,2.67,2.33,2.33,2.5,5.67,6,6.33
3,2,3,3,4.67,3,3,3.67,4,4,3,4.5,4,4.5,4,4,3,3.75,3,3,2.5,2.6,2.75,2.2,2.67,2,2.67,1.33,1,6.67,7,7
2.33,2,3.67,4,4,3,3.6,2.53,3.5,3.3,5.33,4.5,5.67,5.5,4.33,4,3.67,3.25,3.33,3.6,4.25,3.2,3,3.2,5.33,5.33,4.33,3.67,2.5,6,6,5.33
4.33,2.5,2.67,2.5,2.67,1.5,3,2.33,2.67,2.5,3,2.5,4,6,3.67,6,3.67,3.75,4,2,1.75,1.6,1.5,1.4,2,3.67,2,1.33,2.5,6.67,6.5,6.67
1.67,1.5,3.67,3.5,3.67,3.5,2.33,1.33,1.67,2,4,4.5,4,4,6,6,3.67,4,3.33,3.8,3.5,2.4,2.25,2.6,3.33,3.33,2.33,2.67,2.5,6,4.5,5.67
2.67,1.5,2.33,3.5,2.67,2,2.67,3,3.67,4,2.33,2,1,1,5,5,3.67,3.5,3,3.2,5,2.4,2.25,2.6,4,4,3.33,3,2.5,5.67,5,4.67
2.67,2,2,3,2.67,2,2.67,2.67,3.33,3,3.33,3,5.33,4.5,4.67,4,4,4,4,2.6,3.5,3.2,2.75,2.6,3.33,3,3.33,1.67,4,7,6.5,7
2,1.5,2,2,1,1,2.93,3.2,3.5,3.3,5,5,6,6,5.67,5.5,3.33,3.5,3.33,1.8,2,2,2,2,2,3,2.33,1.67,1,6,6,5.33
2.33,2,2.33,2,1.67,1.5,3.67,3,2.33,3.5,3,5.5,5,5,5,5,4,4,4,3.8,3.25,2.8,2.55,3.3,2.67,2.67,2.33,1,1.5,6.33,6,6.33
3.67,2.5,3,4,5,2.5,2.67,2.33,3,2.5,4,4.5,4.67,4.5,5,4,2.67,2.75,2.67,3.6,4.25,3.6,2.25,3,5,3.67,4,4,2,5.33,6,4.33
1,1,3.33,3.5,3.67,1,3.33,3.33,4,3.5,6,6,5.33,6,6,5,4,4,4,2.6,3.47,2.6,2,1.8,2,2.33,1.33,1,1,7,7,6.67
3.33,2,3,3.5,2.33,2,2.67,2,3.33,2.5,4,5,3.67,4.5,5,5,3,3.5,3.33,2.8,2,1.8,2.25,2.2,2,1.67,2.33,1.67,3,5.67,5.5,6
1,1,3.67,3.5,1.67,1,3.67,2.67,3.67,2,4.33,6,6,6,6,6,4,4,3.33,1.8,1.75,1.6,1,1,4.33,4.33,2.33,3.33,1,7,6.5,5.67
2.33,1.6,3.8,5,5.33,6,3,3.33,3.67,4,4.67,2.5,4,3.5,4.67,3.5,4,3.5,3.33,2.8,2.97,2.2,1.55,2,4.07,4.13,4.43,1.67,1.5,6.67,6.5,6
2,2,2.33,3,2.67,2.5,3.33,3,3.67,4,3.33,3,3.67,3.4,4.33,4.5,3.67,3.75,3.67,3.2,3,3.4,1.92,2.8,4,3.33,2,1.67,1,6,6,5.67
2,1,2.33,1.5,2.33,1,2.67,3,3.67,4,5,5,5.33,5.5,5.33,5.5,3.67,4,3.67,2.6,2.25,2.8,2.3,2.1,3.33,3,2.67,2.33,1.5,6,5,6.33
2.67,2,2.67,3.5,3.33,2,2.67,3.67,3.33,3.5,2.67,5,5,5,5,5,4,3.92,3.67,2.4,2.75,2.8,2,2.92,3.67,3.67,3.67,2.33,2,6.67,7,7
2.67,1.5,2.33,4,3.33,2,3.33,2.67,3,4,5,6,6,6,4.67,6,4,4,4,1.8,2.75,3.2,2.25,2.2,4,2.67,2.33,1,2,5,7,6.33
2.67,3,2.33,3,2.67,2,2.67,2.67,3.33,2.5,3.33,4,2.33,5,3.67,5,4,4,4,2.8,2.25,2.6,2.5,2.8,2.33,2.67,2.67,2.67,2.5,5.33,6,6.33
2.33,1,3.33,3,3,1,3,3,4,4,3.33,4,3.67,5.5,5,5.5,3.33,3,3,3.6,2.25,4.4,2.75,3,3,4,3.67,1,1,6.33,6.5,6.67
2,1,2.33,1.5,2.67,1,3,1.67,2.67,3.5,4,5.5,5,6,5.33,5.5,4,4,3.67,2.8,3.75,3.6,2.5,3.4,3.33,5.33,3.67,2.67,2,5.33,7,7
3.33,1.5,3,5,2.67,3.5,2.33,2,2.33,3,3.67,2.5,4.33,4,3.33,3.5,3.67,3,3.33,2.4,2.25,2.4,2.5,1.8,4,4,4.67,1.33,1.5,6.33,7,6
4.67,3.5,4,4,4.33,3.5,3,2,2.67,2.5,1,1,2.67,2.5,2.67,2,2,3.25,2.33,4.2,3.75,4,3.25,3.8,5.67,5,5.67,2.33,2,4.33,4.5,6
3,2.5,4.33,5.5,3.33,4.5,2.67,2.67,3,3.5,2.33,3.5,3,3.5,4.67,4.5,3.67,4,3.67,1.8,3,2.8,1.75,1.2,3.67,4.67,4.67,1.67,1.5,6.33,6.5,6.67
3,2,5.67,5,5,2.5,3,3,2.67,3,4.33,5,5.33,5.5,5.67,4.5,4,4,3.67,2.8,3,3.4,1.75,1.6,4.67,4.67,4.67,2.67,1.5,5.33,4.5,5.33
2.67,1.5,3,2,3,1.5,3.67,3,3,4,4.33,5.5,5.67,6,5.33,6,4,3.75,3.67,2.2,2.25,2.6,1.75,1.8,2.67,2.67,1.67,1.67,1.5,6.67,6.5,6.33
4,3,4.33,4,4,3,3.33,3,2.67,2.5,3.67,4,4.67,4,4,4.5,3,2.75,2.67,3,3,3,2.5,3,4.67,4.33,4,4,3.5,5,5.5,5.33
3,3,2.67,3,2.67,3,3.67,2.33,3.33,4,4,4.5,5.67,5.5,4.67,3.5,3.67,4,3.67,3.2,3,3,2.5,2.4,2.67,3.33,3.33,1,2.5,6,6.5,5.67
3,2.5,2,3.5,2.33,3.5,2.67,2.67,3,3,5,4.5,5,4.5,5.33,4,3.67,2.75,3.33,2,2.5,2.6,3,2,1,1.33,1.33,1,1,6.67,6,5.33
1.67,1,2,1.5,4.33,1,2.67,3,3.33,2.5,4.1,2.5,3.5,5,4.93,4.25,3,2.75,3,3.8,3,3.6,2.5,3.26,6,5,5.67,3.33,3.5,6.33,4,5.67
4.33,5,6,6,5,4,1.67,1.67,1.67,1,1.33,1,1.67,2.5,3.67,4,4,4,3.67,4,3.25,3.8,2,2.8,5,5.33,6,4.33,3,6,6,6.33
1.67,1.5,3,6,5.67,3.5,2.33,2.67,2.67,3,2.67,5.5,4,5.5,6,5,3,2.25,3.33,2.6,3.75,3,2.25,2.8,6.67,5.67,5.67,4,2.5,4.67,5.5,5
3,2,3.33,3.5,3.67,3.5,3.67,3.33,3.67,3,3.67,5,5,5,5,5,3.67,3.5,3.67,2,2,2.8,2.75,3,3.33,4,4.33,1.67,1.5,6.33,6.5,7
1.67,3,3,2,1.67,1.5,3.33,2.87,3.63,2.65,3.33,3.5,3.67,3.5,4.67,5,3.33,4,3.67,3.6,3.25,2.4,2.75,2.4,1.67,2.33,2.53,1.33,1.5,6.33,6.5,6.33
2.33,2,2.67,4.5,3.67,2.5,2.67,2.67,2.67,3,4.33,4,4,4.5,4.67,4,3.33,3.75,3.33,3.2,3.25,2.8,2.25,2.2,4.67,2.67,2.33,1.67,1,5.67,6,5
2.67,1,2,1.5,3.33,1.5,3.67,3,3,4,5.33,6,6,6,6,6,4,4,4,1.4,2.75,2.4,1.25,1.2,4.67,3.67,2.33,1,1,6.67,7,7
2.67,1.5,4,4.5,3.33,1.5,3,3.33,3,4,5,5.5,5.67,6,4,4.5,4,4,4,2.2,2.75,2.4,2,2.2,4.33,1.67,1.33,1,1,7,7,6
1,1,2.33,2.5,3.67,3,2.67,3.67,2.67,2.5,3.67,5,5,5,5.33,4.5,1,1,1,1.6,3.22,3.2,1.5,2.2,5,6,4,1,1,6,7,7
2,2,2.67,3,3.33,2,2,3,2.67,4,5,5,5.33,5,5,5,4,4,4,3,3.5,2.6,3.25,2.4,2.67,2,1.67,2.67,1.5,6.67,7,7
2.33,2,2.73,2,2.67,2.5,3.33,2.33,3,3,3.67,4.5,4.67,4,4.33,4,3,3.25,3.33,2,2.72,2.8,1.92,2,2,1.33,1.67,3.33,1,6.33,5,6
6,6,4.33,6,4.67,2.5,3,2.33,3,3,3.33,1.5,3,3,4,2.5,4,4,4,4,4,4,3.25,3.8,3.67,3,4,1.33,1.5,6.67,7,5.67
